{{Base item
|rarity_id                               = normal
|name                                    = Fateful Meeting
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Some people act as beacons, illuminating the path for others. I was lucky to meet one such person.<br><br>- Anton to Zhenya
|drop_level                              = 80
|tags                                    = unique_divination, corrupted_divination, unique_corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardFatefulMeeting
|stack_size                              = 9
|description                             = {{c|unique|League-Specific Item}}<br>{{c|default|Double-Influenced Item}}<br>{{c|default|Item Level:}} {{c|normal|97}}<br>{{c|corrupted|[[Two-Implicit]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
