{{Base item
|rarity_id                               = normal
|name                                    = Gift of Asenath
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The Golden Sekhema's words could solve many a feud. Just what form that solution took was another matter.
|drop_level                              = 68
|tags                                    = armour_divination, unique_divination, corrupted_divination, unique_corrupted_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardGiftOfAsenath
|stack_size                              = 5
|description                             = {{c|unique|{{il|html=|Asenath's Gentle Touch}}}}<br>{{c|corrupted|[[Two-Implicit]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
