{{Base item
|rarity_id                               = normal
|name                                    = The Hunger
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "How many lives have you consumed?" <br>"How many times have you blinked?"
|drop_level                              = 38
|tags                                    = unique_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheHunger
|stack_size                              = 9
|description                             = {{c|unique|{{il|html=|Taste of Hate}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
