{{Base item
|rarity_id                               = normal
|name                                    = Matryoshka
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = I cannot contain myself,<br>but I can barely squeak,<br>so many words I'd have for you,<br>if I could only speak!
|drop_level                              = 68
|tags                                    = jewellery_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardMatryoshka
|stack_size                              = 8
|description                             = {{c|rare| Onyx Amulet}}<br>{{c|default|Item Level:}} {{c|normal|85}}<br>{{c|default|Quality:}} {{c|augmented|+20%}}<br>{{c|default|Influenced Item}}<br>{{c|enchanted|Four Anointments}}<br>{{c|enchanted|Incubating Talisman Item}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
