{{Base item
|rarity_id                               = normal
|name                                    = Parasitic Passengers
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Feeding on death, they grew stronger and stronger, until they were ready to hatch...
|drop_level                              = 68
|tags                                    = currency_divination, currency_league_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardParasiticPassengers
|stack_size                              = 8
|description                             = {{c|currency|10x Incubator}}<br>{{c|default|Item Level:}} {{c|normal|84}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
