{{Base item
|rarity_id                               = normal
|name                                    = The Beast
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = To know the monster, you must become the monster.
|drop_level                              = 35
|tags                                    = armour_divination, unique_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheBeast
|stack_size                              = 6
|description                             = {{c|unique|{{il|html=|Belly of the Beast}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
