{{Base item
|rarity_id                               = normal
|name                                    = The Gulf
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = I thought love stronger than all,<br>but time and isolation broke<br>that which madness could not.
|drop_level                              = 86
|tags                                    = jewellery_divination, unique_divination, corrupted_divination, unique_corrupted_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheGulf
|stack_size                              = 5
|description                             = {{c|unique|{{il|page=Thread of Hope}}}}<br>{{c|corrupted|[[Two-Implicit]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
