{{Item
|rarity_id                               = normal
|name                                    = Friendship
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "Set your life on fire. <br>Seek those who<br>fan your flames"<br><br>-Rumi of the Vaal
|drop_level                              = 81
|tags                                    = jewellery_divination, unique_divination, unique_jewellery_divination, boss_drop_card, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardFriendship
|stack_size                              = 3
|description                             = {{c|unique|{{il|html=|Aul's Uprising}}}}
|stack_size_currency_tab                 = 5000
}}
