{{Base item
|rarity_id                               = normal
|name                                    = The Apothecary
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "You seek the power of my strongest potions, but the price will be far higher than you can imagine."
|drop_level                              = 75
|tags                                    = jewellery_divination, unique_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheApothecary
|stack_size                              = 5
|description                             = {{c|unique|{{il|html=|Mageblood}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
