{{Base item
|rarity_id                               = normal
|name                                    = The Scout
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The first to travel are often rewarded for their journey, but all the treasure in the world cannot bring back those that are lost.
|drop_level                              = 68
|tags                                    = currency_divination, currency_basic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheScout
|stack_size                              = 8
|description                             = {{c|currency|7x {{il|html=|Exalted Orb}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
