{{Base item
|rarity_id                               = normal
|name                                    = Keeper's Corruption
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = With great power comes...<br><br>...Even greater power.
|drop_level                              = 80
|tags                                    = armour_divination, elder_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardKeepersCorruption
|stack_size                              = 7
|description                             = {{c|magic|Eldritch Bone Helmet (Concentrated Effect)}}<br>{{c|default|Item Level:}} {{c|normal|89}}<br>{{c|default|Elder Item}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
