{{Item
|rarity_id                               = normal
|name                                    = I See Brothers
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "Where does the light go<br>when it is dark?"
|drop_level                              = 68
|tags                                    = currency_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardISeeBrothers
|stack_size                              = 2
|description                             = {{c|currency|2x {{il|html=|Fracturing Orb}}}}
|stack_size_currency_tab                 = 5000
}}
