{{Base item
|rarity_id                               = normal
|name                                    = A Chilling Wind
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = All things slow under winter's <br>onslaught - even life itself.
|drop_level                              = 72
|tags                                    = gems_divination, unique_corrupted_divination, gems_levelled_divination, gems_quality_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardAChillingWind
|stack_size                              = 4
|description                             = {{c|gem|Level 21 Vaal Cold Snap}}<br>{{c|default|Quality:}} {{c|augmented|+20%}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
