{{Base item
|rarity_id                               = normal
|name                                    = The Price of Prescience
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The strange voice showed Aul a future where his legacy was forgotten, where new cultures broke themselves upon Aul's ruined world.
|drop_level                              = 78
|tags                                    = maps_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardThePriceOfPrescience
|stack_size                              = 5
|description                             = {{c|rare|{{il|html=|Vaal Temple Map}}}}<br>{{c|default|Map Tier:}} {{c|normal|16}}<br>{{c|default|Delirium:}} {{c|normal|100%}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
