{{Base item
|rarity_id                               = normal
|name                                    = Something Dark
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Even in darkness you may find a friend.
|drop_level                              = 75
|tags                                    = divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardSomethingDark
|stack_size                              = 5
|description                             = {{c|white|Blueprint}}<br>{{c|default|Area Level:}} {{c|normal|83}}<br>{{c|default|Fully Revealed}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
