{{Base item
|rarity_id                               = normal
|name                                    = The Dreamland
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = All dreams vanish when the dreamers wake.
|drop_level                              = 68
|tags                                    = unique_divination, maps_divination, maps_unique_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheDreamland
|stack_size                              = 8
|description                             = {{c|unique|{{il|html=|Poorjoy's Asylum}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
