{{Base item
|rarity_id                               = normal
|name                                    = Duality
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Good and Evil can be woven together to become something greater than either.
|drop_level                              = 80
|tags                                    = armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardDuality
|stack_size                              = 2
|description                             = {{c|white|Body Armour}}<br>{{c|default|Item Level:}} {{c|normal|100}}<br>{{c|default|Double-Influenced Item}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
