{{Base item
|rarity_id                               = normal
|name                                    = Further Invention
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Why not both?
|drop_level                              = 80
|tags                                    = armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardFurtherInvention
|stack_size                              = 4
|description                             = {{c|magic|[[Helmet]]}}<br>{{c|default|Double-Influenced Item}}<br>{{c|default|Item Level:}} {{c|normal|100}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
