{{Item
|rarity_id                               = normal
|name                                    = Avian Pursuit
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Blazing through the night<br>Longing for infinite flight<br>Awaiting dawn's first light
|drop_level                              = 81
|tags                                    = divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardAvianPursuit
|stack_size                              = 3
|description                             = {{c|magic|Einhar's Memory of Harvest Beasts}}
|stack_size_currency_tab                 = 5000
}}
