{{Base item
|rarity_id                               = normal
|name                                    = The Adventuring Spirit
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Dost thou lead my men to victory, my child?
|drop_level                              = 39
|tags                                    = armour_divination, unique_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheAdventuringSpirit
|stack_size                              = 6
|description                             = {{c|unique|{{il|html=|Victario's Influence}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
