{{Base item
|rarity_id                               = normal
|name                                    = The Rusted Bard
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Fourfold the refrain, fortissimo cheer.<br>One hundred rent twain, naught left for a bier.<br>The song rattles on, though hollow a bit.<br>See the hope is gone, no prize shall ye get.
|drop_level                              = 68
|tags                                    = currency_divination, currency_exotic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheIronBard
|stack_size                              = 9
|description                             = {{c|currency|4x {{il|html=|Tainted Mythic Orb}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
