{{Base item
|rarity_id                               = normal
|name                                    = Brother's Stash
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Even though he found the stash just in time,<br>He would trade it all away and then some to have him back.
|drop_level                              = 68
|tags                                    = currency_divination, currency_basic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardBrothersStash
|stack_size                              = 1
|description                             = {{c|currency|5x {{il|html=|Exalted Orb}}}}
|stack_size_currency_tab                 = 5000
}}
