{{Base item
|rarity_id                               = normal
|name                                    = The Side Quest
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = You'll never know the things you miss if you keep your eyes closed
|drop_level                              = 69
|tags                                    = currency_divination, currency_basic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheSideQuest
|stack_size                              = 5
|description                             = {{c|currency|20x Scouting Report}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
