{{Base item
|rarity_id                               = normal
|name                                    = A Sea of Blue
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The harvest ended, the floods began.
|drop_level                              = 68
|tags                                    = currency_divination, currency_basic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardASeaOfBlue
|stack_size                              = 3
|description                             = {{c|currency|13x {{il|html=|Orb of Alteration}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
