{{Base item
|rarity_id                               = normal
|name                                    = Honoured Tattoo of the Mountain
|class_id                                = StackableCurrency
|size_x                                  = 1
|size_y                                  = 1
|drop_level                              = 1
|tags                                    = currency, default
|metadata_id                             = Metadata/Items/Currency/AncestralTattooSpecialNotableStr2
|stack_size                              = 10
|help_text                               = Right click this item then left click a valid Passive Skill. Maximum 50 Tattoos.<br>Shift click to unstack.
|stack_size_currency_tab                 = 5000
|tattoo_target                           = +30 to Strength Notable
|tattoo_stat_text                        = +1% to maximum [[Fire Resistance]]<br>+1 to Maximum [[Endurance Charge|Endurance Charges]]
|tattoo_limit                            = 1 Attribute Notable Tattoo
|description                             = Replaces a +30 to Strength Notable Passive Skill<br>Grants "+1% to maximum [[Fire Resistance]]<br>+1 to Maximum [[Endurance Charge|Endurance Charges]]"<br>Limit 1 Attribute Notable Tattoo
}}
