{{Base item
|rarity_id                               = normal
|name                                    = Draped in Dreams
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The suit I wear,<br>Is heavy and bare.<br>A canvas, it seems, breathing life into dreams.
|drop_level                              = 80
|tags                                    = armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardDrapedInDreams
|stack_size                              = 5
|description                             = {{c|white|Six-Link Astral Plate}}<br>{{c|default|Item Level:}} {{c|normal|100}}<br>{{c|default|Influenced Item}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
