{{Base item
|rarity_id                               = normal
|name                                    = The Incantation
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = When there is no other choice, even the meekest whisper can bring about the greatest storm.
|drop_level                              = 68
|tags                                    = weapon_divination, unique_divination, unique_weapon_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheIncantation
|stack_size                              = 4
|description                             = {{c|unique|{{il|html=|The Whispering Ice}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
