{{Base item
|rarity_id                               = normal
|name                                    = Love Through Ice
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "I know one lady for whose sake I will rip out my heart"<br><br>- Derrok, the Dreamer
|drop_level                              = 54
|tags                                    = jewellery_divination, unique_divination, corrupted_divination, unique_corrupted_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardLoveThroughIce
|stack_size                              = 4
|description                             = {{c|unique|{{il|html=|Unnatural Instinct}}}}<br>{{c|corrupted|[[Two-Implicit]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
