{{Base item
|rarity_id                               = normal
|name                                    = The Encroaching Darkness
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = No matter where your dreams take you, Nightmare follows close behind.
|drop_level                              = 73
|tags                                    = unique_divination, unique_corrupted_divination, maps_unique_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheEncroachingDarkness
|stack_size                              = 8
|description                             = {{c|unique|[[Map]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
