{{Item
|rarity_id                               = normal
|name                                    = Honoured Tattoo of the Storm
|class_id                                = StackableCurrency
|size_x                                  = 1
|size_y                                  = 1
|drop_level                              = 1
|tags                                    = currency, default
|metadata_id                             = Metadata/Items/Currency/AncestralTattooSpecialNotableInt2
|stack_size                              = 10
|help_text                               = Right click this item then left click a valid Passive Skill. Maximum 50 Tattoos.
|stack_size_currency_tab                 = 5000
|tattoo_target                           = +30 to Intelligence Notable
|tattoo_tribe                            = 10
|tattoo_limit                            = 1 Attribute Notable Tattoo
|description                             = +1% to maximum [[Lightning Resistance]]<br>+1 to Maximum [[Power Charge|Power Charges]]
}}
