{{Base item
|rarity_id                               = normal
|name                                    = Brush, Paint and Palette
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "Man may shape the world, but these? These shape the man." -Inquisitor Maligaro
|drop_level                              = 68
|tags                                    = gives_other_cards_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardBrushPaintAndPalette
|stack_size                              = 5
|description                             = {{c|divination|{{il|html=|The Artist}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
