{{Base item
|rarity_id                               = normal
|name                                    = Judging Voices
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = He was seeking sanity, but the demons were inside his head.
|drop_level                              = 75
|tags                                    = armour_divination, unique_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardJudgingVoices
|stack_size                              = 9
|description                             = {{c|unique|{{il|html=|Forbidden Shako}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
