{{Base item
|rarity_id                               = normal
|name                                    = The Last Supper
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "Bino's brief career as a chef at Axiom saved the executioner a lot of work."
|drop_level                              = 58
|tags                                    = weapon_divination, unique_divination, unique_weapon_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheLastSupper
|stack_size                              = 6
|description                             = {{c|unique|{{il|html=|Bino's Kitchen Knife}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
