{{Base item
|rarity_id                               = normal
|name                                    = Terrible Secret of Space
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = They said they were here to protect us.
|drop_level                              = 72
|tags                                    = corrupted_divination, gems_divination, gems_quality_divination, gems_levelled_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTerribleSecretOfSpace
|stack_size                              = 8
|description                             = {{c|gem|Level 21 Golem Gem}}<br>{{c|default|Any Quality Type:}} {{c|augmented|+23%}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
