{{Base item
|rarity_id                               = normal
|name                                    = The Siren
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = At the beck and call<br>of The Siren's hand,<br>winter ravages<br>the trembling land,<br>and the weight of ice that binds<br>will break the strongest of minds.
|drop_level                              = 25
|tags                                    = weapon_divination, unique_divination, unique_weapon_divination, unique_corrupted_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheSiren
|stack_size                              = 7
|description                             = {{c|unique|{{il|html=|The Whispering Ice}}}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
