{{Base item
|rarity_id                               = normal
|name                                    = The Transformation
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Even the most beautiful of transformations can still have a dark side.
|drop_level                              = 68
|tags                                    = currency_divination, currency_exotic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheTransformation
|stack_size                              = 5
|description                             = {{c|currency|{{il|html=|Tainted Mythic Orb}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
