{{Base item
|rarity_id                               = normal
|name                                    = Choking Guilt
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = As death approached, clarity eluded him. The pain he had wrought surrounded him, dragging him into darkness.
|drop_level                              = 80
|tags                                    = jewellery_divination, unique_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardChokingGuilt
|stack_size                              = 6
|description                             = {{c|unique|{{il|html=|Stranglegasp}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
