{{Base item
|rarity_id                               = normal
|name                                    = Earth Drinker
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Taste and grow strong. Drink too much and be buried.
|drop_level                              = 23
|tags                                    = unique_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardEarthDrinker
|stack_size                              = 5
|description                             = {{c|unique|{{il|html=|Granite Flask}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
