{{Base item
|rarity_id                               = normal
|name                                    = The Lich
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = When the dead raise and master their own, the land is truly lost.
|drop_level                              = 30
|tags                                    = weapon_divination, unique_divination, unique_weapon_divination, unique_corrupted_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheLich
|stack_size                              = 12
|description                             = {{c|unique|{{il|html=|Midnight Bargain}}}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
