{{Base item
|rarity_id                               = normal
|name                                    = Council of Cats
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = A King Loved By All,<br>A Shadow Awaiting Nightfall,<br>A Speaker Howling Away,<br>A Hunter Seeking Prey
|drop_level                              = 80
|tags                                    = unique_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardCouncilOfCats
|stack_size                              = 4
|description                             = {{c|unique|Farrul Item}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
