{{Base item
|rarity_id                               = normal
|name                                    = The Shepherd's Sandals
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = He who watches the flock is himself watched by those with loyalty beyond measure.
|drop_level                              = 80
|tags                                    = armour_divination, unique_divination, unique_armour_divination, unique_corrupted_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheShepherdsSandals
|stack_size                              = 3
|description                             = {{c|unique|Boots}}<br>{{c|default|Item Level:}} {{c|normal|100}}<br>{{c|corrupted|[[Two-Implicit]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
