{{Base item
|rarity_id                               = normal
|name                                    = Deadly Joy
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "Be fast. That is all that matters."<br>- Rita of the Asylum
|drop_level                              = 68
|tags                                    = jewellery_divination, unique_divination, corrupted_divination, unique_corrupted_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardDeadlyJoy
|stack_size                              = 6
|description                             = {{c|unique|Torrent's Reclamation}}<br>{{c|corrupted|[[Two-Implicit]]}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
