{{Base item
|rarity_id                               = normal
|name                                    = Ever-Changing
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = The Atlas is our prison, and our only defence. She is our only hope, and our certain doom.
|drop_level                              = 68
|tags                                    = currency_divination, currency_basic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardEverChanging
|stack_size                              = 3
|description                             = {{c|currency|10x {{il|html=|Orb of Unmaking}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
