{{Base item
|rarity_id                               = normal
|name                                    = Lost Worlds
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "There are worlds that lie beyond the edge of my page, the edge of my understanding. Worlds of wonder. Worlds of terror."<br>Aramil - Cartographer to Emperor Chitus
|drop_level                              = 73
|tags                                    = maps_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardLostWorlds
|stack_size                              = 8
|description                             = {{c|white|Map}}<br>{{c|default|Map Tier:}} {{c|normal|15}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
