{{Item
|rarity_id                               = normal
|name                                    = [DNT] Arcane Orders Runegraft
|class_id                                = StackableCurrency
|size_x                                  = 1
|size_y                                  = 1
|drop_level                              = 1
|tags                                    = currency, default
|metadata_id                             = Metadata/Items/Currency/RunegraftMinionCannotAttack
|stack_size                              = 10
|help_text                               = Right click this item then left click an allocated Passive Mastery Skill. Only one Runegraft of any given type can be in use at a time.
|stack_size_currency_tab                 = 5000
|tattoo_target                           = Mastery
|tattoo_tribe                            = 10
|tattoo_limit                            = 1 Runegraft
|description                             = [DNT] Your [[Minion|Minions]] cannot use [[Attack|Attacks]]<br>[DNT] Your [[Minion|Minions]] have 15% increased Cooldown Recovery Rate with [[Spell|Spells]]
}}
