{{Base item
|rarity_id                               = normal
|name                                    = The Cache
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Vintage or crafted, Glittering and shiny<br>Dusty or glittering, huge or tiny<br>Secured within a chest <br>or unearthed from your mining<br>Find jewellery everywhere, <br>no need for divining!<br>So why is it so hard <br>to figure out which one to wear?<br>This one makes me stronger, <br>but does it match my hair?
|drop_level                              = 23
|tags                                    = jewellery_divination, unique_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheCache
|stack_size                              = 6
|description                             = {{c|unique|Jewellery}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
