{{Base item
|rarity_id                               = normal
|name                                    = The Whiteout
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = They thought winter had come early,<br>that snow blanketed the land,<br>but in truth, all their chickens<br>had come home to roost.
|drop_level                              = 51
|tags                                    = weapon_divination, unique_divination, unique_weapon_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheWhiteout
|stack_size                              = 8
|description                             = {{c|unique|{{il|html=|Cospri's Malice}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
