{{Item
|rarity_id                               = normal
|name                                    = The Mayor
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = A ruler is only as powerful as he is wealthy. <br>Control the coin, control the empire.
|drop_level                              = 81
|tags                                    = jewellery_divination, unique_divination, unique_jewellery_divination, boss_drop_card, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheMayor
|stack_size                              = 5
|description                             = {{c|unique|{{il|html=|The Light of Meaning}}}}
|stack_size_currency_tab                 = 5000
}}
