{{Base item
|rarity_id                               = normal
|name                                    = Humility
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            =  
|drop_level                              = 23
|tags                                    = armour_divination, unique_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardHumility
|stack_size                              = 9
|description                             = {{c|unique|{{il|html=|Tabula Rasa}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
