{{Base item
|rarity_id                               = normal
|name                                    = Turn the Other Cheek
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "Only after one forsakes rage, can true power be found."<br>- Sekhema Asenath
|drop_level                              = 23
|tags                                    = jewellery_divination, unique_divination, unique_jewellery_divination, unique_corrupted_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTurnTheOtherCheek
|stack_size                              = 3
|description                             = {{c|unique|{{il|html=|Pacifism}}}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
