{{Base item
|rarity_id                               = normal
|name                                    = Cameria's Cut
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "There are two ways to pay, Gold and Blood. I'll take my share in both."<br><br>-Cameria the Coldblooded
|drop_level                              = 68
|tags                                    = divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardCameriasCut
|stack_size                              = 2
|description                             = {{c|white|Scarab}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
