{{Base item
|rarity_id                               = normal
|name                                    = Doryani's Epiphany
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "Virtue gems have facets beyond those that can be seen by the mortal eye. Let us look deeper..."
|drop_level                              = 68
|tags                                    = currency_divination, currency_league_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardDoryanisEpiphany
|stack_size                              = 3
|description                             = {{c|currency|3x Regrading Lens}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
