{{Item
|rarity_id                               = normal
|name                                    = Temperance
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Good things come<br>to those who wait;<br>but, greatness seeks<br>those who do not come.
|drop_level                              = 81
|tags                                    = unique_divination, boss_drop_card, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTemperance
|stack_size                              = 4
|description                             = {{c|unique|[[Relic]]}}<br>{{c|default|Item Level:}} {{c|normal|83}}
|stack_size_currency_tab                 = 5000
}}
