{{Base item
|rarity_id                               = normal
|name                                    = Luminous Trove
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Plenty enter, dreaming of treasure<br>Twenty bled, slain as they fled<br>Shadows loom, half left doomed<br>The blind cries, five lost eyes<br>Careless twins, a lich's new prize<br>One as a decoy, none pass the king<br>Gehennix feeds only on whispers
|drop_level                              = 68
|tags                                    = jewellery_divination, unique_divination, corrupted_divination, unique_corrupted_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardLuminousTrove
|stack_size                              = 7
|description                             = {{c|unique|{{il|html=|Voices}}}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
