{{Base item
|rarity_id                               = normal
|name                                    = Atziri's Arsenal
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = In the prison of all sins, will you grasp godhood or sorrow? Only hope lies under the shadows.
|drop_level                              = 23
|tags                                    = weapon_divination, unique_divination, unique_weapon_divination, unique_corrupted_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardAtzirisArsenal
|stack_size                              = 4
|description                             = {{c|unique|Weapon}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
