{{Base item
|rarity_id                               = normal
|name                                    = Rats
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Whoever said 'more is always better' has obviously never met a rat.
|drop_level                              = 41
|tags                                    = armour_divination, unique_divination, unique_armour_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardRats
|stack_size                              = 8
|description                             = {{c|unique|{{il|html=|Rat's Nest}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
