{{Base item
|rarity_id                               = normal
|name                                    = Brotherhood in Exile
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Seeking shelter from the night,<br>in the warmth of the run-down inn,<br>erstwhile foes put aside the fight,<br>to bond over whiskey and gin.
|drop_level                              = 68
|tags                                    = jewellery_divination, unique_divination, corrupted_divination, unique_corrupted_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardBrotherhoodInExile
|stack_size                              = 5
|description                             = {{c|unique|{{il|html=|One With Nothing}}}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
