{{Base item
|rarity_id                               = normal
|name                                    = Society's Remorse
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = We live to dream of worlds we aren't in,<br>a false narrative that we use to fill our souls<br>with doubt;<br>The world is already beautiful,<br>there's no need to dream.
|drop_level                              = 23
|tags                                    = currency_divination, currency_basic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardSocietysRemorse
|stack_size                              = 1
|description                             = {{c|currency|10x {{il|html=|Orb of Alteration}}}}
|stack_size_currency_tab                 = 5000
}}
