{{Item
|rarity_id                               = normal
|name                                    = Tattoo of the Tawhoa Makanga
|class_id                                = StackableCurrency
|size_x                                  = 1
|size_y                                  = 1
|drop_level                              = 1
|tags                                    = currency, default
|metadata_id                             = Metadata/Items/Currency/AncestralTattooTawhoa7
|stack_size                              = 10
|help_text                               = Right click this item then left click an allocated Passive Skill. Maximum 50 Tattoos.
|stack_size_currency_tab                 = 5000
|tattoo_target                           = Small Dexterity
|tattoo_tribe                            = 8
|tattoo_min_adjacent                     = 7
|description                             = [[Flask|Flasks]] applied to you have 8% increased Effect
}}
