{{Base item
|rarity_id                               = normal
|name                                    = The Easy Stroll
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = "I'm going for a walk. I'll be back soon."<br><br> - Blonca's last words
|drop_level                              = 73
|tags                                    = maps_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheEasyStroll
|stack_size                              = 2
|description                             = {{c|rare|Map}}<br>{{c|default|Map Tier:}} {{c|normal|15}}<br>{{c|default|Modifiers:}} {{c|normal|8}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
