{{Base item
|rarity_id                               = normal
|name                                    = The Feast
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Shame what happened to my husband. He had such good taste.
|drop_level                              = 45
|tags                                    = unique_divination, unique_jewellery_divination, unique_corrupted_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardTheFeast
|stack_size                              = 5
|description                             = {{c|unique|{{il|html=|Romira's Banquet}}}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
