{{Base item
|rarity_id                               = normal
|name                                    = The Prince of Darkness
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Fear a man who is willing to sacrifice anything for power.
|drop_level                              = 68
|tags                                    = jewellery_divination, unique_divination, unique_jewellery_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardThePrinceOfDarkness
|stack_size                              = 6
|description                             = {{c|unique|{{il|html=|Elegant Hubris}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
