{{Base item
|rarity_id                               = normal
|name                                    = Volatile Power
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = Unlimited power is apt to corrupt the minds of those who possess it.
|drop_level                              = 23
|tags                                    = gems_divination, gems_quality_divination, corrupted_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardVolatilePower
|stack_size                              = 9
|description                             = {{c|gem|Vaal Gem}}<br>{{c|default|Quality:}} {{c|augmented|+20%}}<br>{{c|corrupted|[[Corrupted]]}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
