{{Base item
|rarity_id                               = normal
|name                                    = No Traces
|class_id                                = DivinationCard
|size_x                                  = 1
|size_y                                  = 1
|flavour_text                            = There is no mistake so great that it cannot be undone.
|drop_level                              = 23
|tags                                    = currency_divination, currency_basic_divination, divination_card, default
|metadata_id                             = Metadata/Items/DivinationCards/DivinationCardNoTraces
|stack_size                              = 9
|description                             = {{c|currency|30x {{il|html=|Orb of Scouring}}}}
|stack_size_currency_tab                 = 5000
|help_text                               = Shift click to unstack.
}}
